source,source_id,name,manufacturer,category,price_text,price_value,currency,rating_text,rating_value,review_count,url,payload_json
bike_components,https://www.bike-components.de/en/Shimano/Ultegra-XT-E-Bike-CN-HG701-11-11-speed-Chain-p44481/,up to -6 % Rating: 5 of 5 based on 24 reviews (24) Shimano Ultegra / XT / E-Bike CN-HG701-11 11-speed Chain from 21.99€,Shimano,drivetrain,21.99€,21.99,EUR,up to -6 % Rating: 5 of 5 based on 24 reviews (24) Shimano Ultegra / XT / E-Bike CN-HG701-11 11-speed Chain from 21.99€,5.0,24,https://www.bike-components.de/en/Shimano/Ultegra-XT-E-Bike-CN-HG701-11-11-speed-Chain-p44481/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""up to -6 % Rating: 5 of 5 based on 24 reviews (24) Shimano Ultegra / XT / E-Bike CN-HG701-11 11-speed Chain from 21.99€""}"
bike_components,https://www.bike-components.de/en/Shimano/Ultegra-CS-R8000-11-Speed-Cassette-p58015/,up to -7 % Rating: 5 of 5 based on 12 reviews (12) Shimano Ultegra CS-R8000 11-Speed Cassette from 42.99€,Shimano,drivetrain,42.99€,42.99,EUR,up to -7 % Rating: 5 of 5 based on 12 reviews (12) Shimano Ultegra CS-R8000 11-Speed Cassette from 42.99€,5.0,12,https://www.bike-components.de/en/Shimano/Ultegra-CS-R8000-11-Speed-Cassette-p58015/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""up to -7 % Rating: 5 of 5 based on 12 reviews (12) Shimano Ultegra CS-R8000 11-Speed Cassette from 42.99€""}"
bike_components,https://www.bike-components.de/en/CeramicSpeed/BSA-Shimano-Road-Bottom-Bracket-p55914/,CeramicSpeed BSA Shimano Road Bottom Bracket 234.99€,CeramicSpeed,drivetrain,234.99€,234.99,EUR,,,,https://www.bike-components.de/en/CeramicSpeed/BSA-Shimano-Road-Bottom-Bracket-p55914/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""CeramicSpeed BSA Shimano Road Bottom Bracket 234.99€""}"
bike_components,https://www.bike-components.de/en/Shimano/105-SLX-E-Bike-Quick-Link-CN-HG601-11-11-speed-Chain-p58739/,Back in Stock Rating: 5 of 5 based on 20 reviews (20) Shimano 105 / SLX / E-Bike Quick-Link CN-HG601-11 11-speed Chain from 18.99€,Shimano,drivetrain,18.99€,18.99,EUR,Back in Stock Rating: 5 of 5 based on 20 reviews (20) Shimano 105 / SLX / E-Bike Quick-Link CN-HG601-11 11-speed Chain from 18.99€,5.0,20,https://www.bike-components.de/en/Shimano/105-SLX-E-Bike-Quick-Link-CN-HG601-11-11-speed-Chain-p58739/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 20 reviews (20) Shimano 105 / SLX / E-Bike Quick-Link CN-HG601-11 11-speed Chain from 18.99€""}"
bike_components,https://www.bike-components.de/en/Shimano/CS-HG400-9-9-speed-Cassette-p40155/,up to -24 % Rating: 5 of 5 based on 26 reviews (26) Shimano CS-HG400-9 9-speed Cassette from 12.99€,Shimano,drivetrain,12.99€,12.99,EUR,up to -24 % Rating: 5 of 5 based on 26 reviews (26) Shimano CS-HG400-9 9-speed Cassette from 12.99€,5.0,26,https://www.bike-components.de/en/Shimano/CS-HG400-9-9-speed-Cassette-p40155/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""up to -24 % Rating: 5 of 5 based on 26 reviews (26) Shimano CS-HG400-9 9-speed Cassette from 12.99€""}"
bike_components,https://www.bike-components.de/en/Shimano/Deore-CS-M4100-10-10-Speed-Cassette-p77709/,Quickly Sold Out Rating: 4.5 of 5 based on 3 reviews (3) Shimano Deore CS-M4100-10 10-Speed Cassette from 29.99€,Shimano,drivetrain,29.99€,29.99,EUR,Quickly Sold Out Rating: 4.5 of 5 based on 3 reviews (3) Shimano Deore CS-M4100-10 10-Speed Cassette from 29.99€,4.5,3,https://www.bike-components.de/en/Shimano/Deore-CS-M4100-10-10-Speed-Cassette-p77709/,"{""context_url"": ""https://www.bike-components.de/en/components/drivetrain/"", ""parent_text"": ""Quickly Sold Out Rating: 4.5 of 5 based on 3 reviews (3) Shimano Deore CS-M4100-10 10-Speed Cassette from 29.99€""}"
bike_components,https://www.bike-components.de/en/Zipp/808-Firecrest-Carbon-Tubeless-Center-Lock-Disc-Wheelset-2023-Model-p88173/?v=45523-black,"up to -12 % Zipp 808 Firecrest® Carbon Tubeless Center Lock Disc Wheelset - 2023 Model from 1,260.00€",Zipp,wheels,"1,260.00€",1260.0,EUR,,,,https://www.bike-components.de/en/Zipp/808-Firecrest-Carbon-Tubeless-Center-Lock-Disc-Wheelset-2023-Model-p88173/?v=45523-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""up to -12 % Zipp 808 Firecrest® Carbon Tubeless Center Lock Disc Wheelset - 2023 Model from 1,260.00€""}"
bike_components,https://www.bike-components.de/en/DT-Swiss/E-1800-SPLINE-30-Center-Lock-Disc-27-5-Wheelset-p90517/?v=43677-black,"up to -33 % DT Swiss E 1800 SPLINE 30 Center Lock Disc 27.5"" Wheelset from 168.99€",DT-Swiss,wheels,168.99€,168.99,EUR,,,,https://www.bike-components.de/en/DT-Swiss/E-1800-SPLINE-30-Center-Lock-Disc-27-5-Wheelset-p90517/?v=43677-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""up to -33 % DT Swiss E 1800 SPLINE 30 Center Lock Disc 27.5\"" Wheelset from 168.99€""}"
bike_components,https://www.bike-components.de/en/Novatec/R5-PRO-Disc-Center-Lock-Carbon-28-wheelset-p221091/?v=61063-black,"Novatec R5 PRO Disc Center Lock Carbon 28"" wheelset from 489.00€",Novatec,wheels,489.00€,489.0,EUR,,,,https://www.bike-components.de/en/Novatec/R5-PRO-Disc-Center-Lock-Carbon-28-wheelset-p221091/?v=61063-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""Novatec R5 PRO Disc Center Lock Carbon 28\"" wheelset from 489.00€""}"
bike_components,https://www.bike-components.de/en/Shimano/WH-RX880-TL-Center-Lock-Disc-Carbon-28-Wheelset-p92539/?v=45427-black,"Shimano WH-RX880-TL Center Lock Disc Carbon 28"" Wheelset from 589.00€",Shimano,wheels,589.00€,589.0,EUR,,,,https://www.bike-components.de/en/Shimano/WH-RX880-TL-Center-Lock-Disc-Carbon-28-Wheelset-p92539/?v=45427-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""Shimano WH-RX880-TL Center Lock Disc Carbon 28\"" Wheelset from 589.00€""}"
bike_components,https://www.bike-components.de/en/Shimano/WH-RX870-TL-GRX-Center-Lock-Disc-Carbon-28-Wheelset-p91326/?v=45445-black,"-19 % Rating: 5 of 5 based on 1 reviews (1) Shimano WH-RX870-TL GRX Center Lock Disc Carbon 28"" Wheelset instead of 839.50€ 679.00€",Shimano,wheels,839.50€,839.5,EUR,"-19 % Rating: 5 of 5 based on 1 reviews (1) Shimano WH-RX870-TL GRX Center Lock Disc Carbon 28"" Wheelset instead of 839.50€ 679.00€",5.0,1,https://www.bike-components.de/en/Shimano/WH-RX870-TL-GRX-Center-Lock-Disc-Carbon-28-Wheelset-p91326/?v=45445-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""-19 % Rating: 5 of 5 based on 1 reviews (1) Shimano WH-RX870-TL GRX Center Lock Disc Carbon 28\"" Wheelset instead of 839.50€ 679.00€""}"
bike_components,https://www.bike-components.de/en/Campagnolo/Bora-Ultra-WTO-35-C23-Disc-Center-Lock-28-Wheelset-p94200/?v=24895-black,"up to -18 % Campagnolo Bora Ultra WTO 35 C23 Disc Center Lock 28"" Wheelset 2,000.00€",Campagnolo,wheels,"2,000.00€",2000.0,EUR,,,,https://www.bike-components.de/en/Campagnolo/Bora-Ultra-WTO-35-C23-Disc-Center-Lock-28-Wheelset-p94200/?v=24895-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""up to -18 % Campagnolo Bora Ultra WTO 35 C23 Disc Center Lock 28\"" Wheelset 2,000.00€""}"
bike_components,https://www.bike-components.de/en/Mavic/Cosmic-S-42-Center-Lock-Disc-Carbon-Wheelset-p92267/?v=45411-black,Mavic Cosmic S 42 Center Lock Disc Carbon Wheelset 589.00€,Mavic,wheels,589.00€,589.0,EUR,,,,https://www.bike-components.de/en/Mavic/Cosmic-S-42-Center-Lock-Disc-Carbon-Wheelset-p92267/?v=45411-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""Mavic Cosmic S 42 Center Lock Disc Carbon Wheelset 589.00€""}"
bike_components,https://www.bike-components.de/en/DT-Swiss/GRC-1100-DICUT-50-Disc-Center-Lock-28-Wheelset-p94742/?v=45373-black,"DT Swiss GRC 1100 DICUT 50 Disc Center Lock 28"" Wheelset from 1,440.00€",DT-Swiss,wheels,"1,440.00€",1440.0,EUR,,,,https://www.bike-components.de/en/DT-Swiss/GRC-1100-DICUT-50-Disc-Center-Lock-28-Wheelset-p94742/?v=45373-black,"{""context_url"": ""https://www.bike-components.de/en/components/wheels/"", ""parent_text"": ""DT Swiss GRC 1100 DICUT 50 Disc Center Lock 28\"" Wheelset from 1,440.00€""}"
bike_components,https://www.bike-components.de/en/Specialized/Pathfinder-TLR-28-Folding-Tire-p212453/?v=46728-black,"New Rating: 5 of 5 based on 12 reviews (12) Specialized Pathfinder TLR 28"" Folding Tire from 27.99€",Specialized,tyres,27.99€,27.99,EUR,"New Rating: 5 of 5 based on 12 reviews (12) Specialized Pathfinder TLR 28"" Folding Tire from 27.99€",5.0,12,https://www.bike-components.de/en/Specialized/Pathfinder-TLR-28-Folding-Tire-p212453/?v=46728-black,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""New Rating: 5 of 5 based on 12 reviews (12) Specialized Pathfinder TLR 28\"" Folding Tire from 27.99€""}"
bike_components,https://www.bike-components.de/en/Schwalbe/Billy-Bonkers-Active-26-Wired-Tyre-p86008/?v=15170-black-bronze-skin,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Billy Bonkers Active 26"" Wired Tyre from 12.99€",Schwalbe,tyres,12.99€,12.99,EUR,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Billy Bonkers Active 26"" Wired Tyre from 12.99€",5.0,2,https://www.bike-components.de/en/Schwalbe/Billy-Bonkers-Active-26-Wired-Tyre-p86008/?v=15170-black-bronze-skin,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Billy Bonkers Active 26\"" Wired Tyre from 12.99€""}"
bike_components,https://www.bike-components.de/en/Continental/Ride-Tour-28-Wired-Tyre-p50076/?v=15231-black-reflective,"up to -9 % Rating: 4.5 of 5 based on 24 reviews (24) Continental Ride Tour 28"" Wired Tyre from 11.99€",Continental,tyres,11.99€,11.99,EUR,"up to -9 % Rating: 4.5 of 5 based on 24 reviews (24) Continental Ride Tour 28"" Wired Tyre from 11.99€",4.5,24,https://www.bike-components.de/en/Continental/Ride-Tour-28-Wired-Tyre-p50076/?v=15231-black-reflective,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""up to -9 % Rating: 4.5 of 5 based on 24 reviews (24) Continental Ride Tour 28\"" Wired Tyre from 11.99€""}"
bike_components,https://www.bike-components.de/en/Schwalbe/Hans-Dampf-Evo-ADDIX-Super-Trail-29-Folding-Tire-Workshop-Packaging-p250672/?v=63842-black,Schwalbe Hans Dampf Evo ADDIX Super Trail 29+ Folding Tire - Workshop Packaging 25.99€,Schwalbe,tyres,25.99€,25.99,EUR,,,,https://www.bike-components.de/en/Schwalbe/Hans-Dampf-Evo-ADDIX-Super-Trail-29-Folding-Tire-Workshop-Packaging-p250672/?v=63842-black,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""Schwalbe Hans Dampf Evo ADDIX Super Trail 29+ Folding Tire - Workshop Packaging 25.99€""}"
bike_components,https://www.bike-components.de/en/Schwalbe/G-One-Speed-Evolution-ADDIX-Super-Ground-28-Folding-Tyre-2023-Model-p91005/?v=9161-black,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe G-One Speed Evolution ADDIX Super Ground 28"" Folding Tyre 2023 Model 33.99€",Schwalbe,tyres,33.99€,33.99,EUR,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe G-One Speed Evolution ADDIX Super Ground 28"" Folding Tyre 2023 Model 33.99€",5.0,2,https://www.bike-components.de/en/Schwalbe/G-One-Speed-Evolution-ADDIX-Super-Ground-28-Folding-Tyre-2023-Model-p91005/?v=9161-black,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe G-One Speed Evolution ADDIX Super Ground 28\"" Folding Tyre 2023 Model 33.99€""}"
bike_components,https://www.bike-components.de/en/Schwalbe/Road-Cruiser-Plus-28-Wired-Tyre-p73709/?v=2787-black-reflective,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Road Cruiser Plus 28"" Wired Tyre from 10.99€",Schwalbe,tyres,10.99€,10.99,EUR,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Road Cruiser Plus 28"" Wired Tyre from 10.99€",5.0,2,https://www.bike-components.de/en/Schwalbe/Road-Cruiser-Plus-28-Wired-Tyre-p73709/?v=2787-black-reflective,"{""context_url"": ""https://www.bike-components.de/en/components/tyres/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Road Cruiser Plus 28\"" Wired Tyre from 10.99€""}"
bike_components,https://www.bike-components.de/en/components/power-meters/small-parts/,Small Parts,Small,cockpit,,,,,,,https://www.bike-components.de/en/components/power-meters/small-parts/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Small Parts""}"
bike_components,https://www.bike-components.de/en/accessories/backpacks-bags-panniers/panniers/,Panniers,accessories,cockpit,,,,,,,https://www.bike-components.de/en/accessories/backpacks-bags-panniers/panniers/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Panniers""}"
bike_components,https://www.bike-components.de/en/accessories/practical-add-ons/small-parts/,Small Parts,accessories,cockpit,,,,,,,https://www.bike-components.de/en/accessories/practical-add-ons/small-parts/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Small Parts""}"
bike_components,https://www.bike-components.de/en/tools-maintenance/pumps/floor-pumps/,Floor Pumps,tools-maintenance,cockpit,,,,,,,https://www.bike-components.de/en/tools-maintenance/pumps/floor-pumps/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Floor Pumps""}"
bike_components,https://www.bike-components.de/en/tools-maintenance/pumps/mini-pumps/,Mini-pumps,tools-maintenance,cockpit,,,,,,,https://www.bike-components.de/en/tools-maintenance/pumps/mini-pumps/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Mini-pumps""}"
bike_components,https://www.bike-components.de/en/tools-maintenance/pumps/small-parts/,Small Parts,tools-maintenance,cockpit,,,,,,,https://www.bike-components.de/en/tools-maintenance/pumps/small-parts/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Small Parts""}"
bike_components,https://www.bike-components.de/en/tools-maintenance/pumps/suspension-pumps/,Suspension Pumps,tools-maintenance,cockpit,,,,,,,https://www.bike-components.de/en/tools-maintenance/pumps/suspension-pumps/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Suspension Pumps""}"
bike_components,https://www.bike-components.de/en/apparel/pants/full-length-pants/,Full-Length Pants,apparel,cockpit,,,,,,,https://www.bike-components.de/en/apparel/pants/full-length-pants/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Full-Length Pants""}"
bike_components,https://www.bike-components.de/en/apparel/protectors/chest-back-protectors/,Chest & Back Protectors,apparel,cockpit,,,,,,,https://www.bike-components.de/en/apparel/protectors/chest-back-protectors/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Chest & Back Protectors""}"
bike_components,https://www.bike-components.de/en/apparel/protectors/elbow-forearm-pads/,Elbow & Forearm Pads,apparel,cockpit,,,,,,,https://www.bike-components.de/en/apparel/protectors/elbow-forearm-pads/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Elbow & Forearm Pads""}"
bike_components,https://www.bike-components.de/en/apparel/protectors/knee-shin-pads/,Knee & Shin Pads,apparel,cockpit,,,,,,,https://www.bike-components.de/en/apparel/protectors/knee-shin-pads/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Knee & Shin Pads""}"
bike_components,https://www.bike-components.de/en/apparel/protectors/protection-pants/,Protection Pants,apparel,cockpit,,,,,,,https://www.bike-components.de/en/apparel/protectors/protection-pants/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Protection Pants""}"
bike_components,https://www.bike-components.de/en/Fizik/Tempo-Microtex-Bondcush-Soft-Handlebar-Tape-p68792/?v=8770-black,-8 % Rating: 4.5 of 5 based on 19 reviews (19) Fizik Tempo Microtex Bondcush Soft Handlebar Tape instead of 18.48€ 16.99€,Fizik,cockpit,18.48€,18.48,EUR,-8 % Rating: 4.5 of 5 based on 19 reviews (19) Fizik Tempo Microtex Bondcush Soft Handlebar Tape instead of 18.48€ 16.99€,4.5,19,https://www.bike-components.de/en/Fizik/Tempo-Microtex-Bondcush-Soft-Handlebar-Tape-p68792/?v=8770-black,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""-8 % Rating: 4.5 of 5 based on 19 reviews (19) Fizik Tempo Microtex Bondcush Soft Handlebar Tape instead of 18.48€ 16.99€""}"
bike_components,https://www.bike-components.de/en/Specialized/Hover-Alloy-15-mm-Rise-Flare-31-8-Handlebars-p78490/,New Rating: 5 of 5 based on 3 reviews (3) Specialized Hover Alloy 15 mm Rise + Flare 31.8 Handlebars from 36.99€,Specialized,cockpit,36.99€,36.99,EUR,New Rating: 5 of 5 based on 3 reviews (3) Specialized Hover Alloy 15 mm Rise + Flare 31.8 Handlebars from 36.99€,5.0,3,https://www.bike-components.de/en/Specialized/Hover-Alloy-15-mm-Rise-Flare-31-8-Handlebars-p78490/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""New Rating: 5 of 5 based on 3 reviews (3) Specialized Hover Alloy 15 mm Rise + Flare 31.8 Handlebars from 36.99€""}"
bike_components,https://www.bike-components.de/en/Black-Inc/Aero-Carbon-Integrated-Handlebar-Stem-Unit-with-Aerobars-p90293/,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Black Inc Aero Carbon Integrated Handlebar Stem Unit with Aerobars from 509.00€,Black-Inc,cockpit,509.00€,509.0,EUR,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Black Inc Aero Carbon Integrated Handlebar Stem Unit with Aerobars from 509.00€,5.0,1,https://www.bike-components.de/en/Black-Inc/Aero-Carbon-Integrated-Handlebar-Stem-Unit-with-Aerobars-p90293/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 1 reviews (1) Black Inc Aero Carbon Integrated Handlebar Stem Unit with Aerobars from 509.00€""}"
bike_components,https://www.bike-components.de/en/BBB/AeroLight-BHB-58-Aerobars-p70488/,BBB AeroLight BHB-58 Aerobars 45.99€,BBB,cockpit,45.99€,45.99,EUR,,,,https://www.bike-components.de/en/BBB/AeroLight-BHB-58-Aerobars-p70488/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""BBB AeroLight BHB-58 Aerobars 45.99€""}"
bike_components,https://www.bike-components.de/en/Specialized/Roval-Rapide-Carbon-Handlebar-Stem-Unit-p93429/,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Specialized Roval Rapide Carbon Handlebar Stem Unit 419.00€,Specialized,cockpit,419.00€,419.0,EUR,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Specialized Roval Rapide Carbon Handlebar Stem Unit 419.00€,5.0,1,https://www.bike-components.de/en/Specialized/Roval-Rapide-Carbon-Handlebar-Stem-Unit-p93429/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Back in Stock Rating: 5 of 5 based on 1 reviews (1) Specialized Roval Rapide Carbon Handlebar Stem Unit 419.00€""}"
bike_components,https://www.bike-components.de/en/Syncros/XR1-5-Stem-p60798/?v=23916-black,Syncros XR1.5 Stem from 12.99€,Syncros,cockpit,12.99€,12.99,EUR,,,,https://www.bike-components.de/en/Syncros/XR1-5-Stem-p60798/?v=23916-black,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Syncros XR1.5 Stem from 12.99€""}"
bike_components,https://www.bike-components.de/en/Specialized/Future-Comp-31-8-Stem-p80018/?v=27473-black,New Specialized Future Comp 31.8 Stem from 43.99€,Specialized,cockpit,43.99€,43.99,EUR,,,,https://www.bike-components.de/en/Specialized/Future-Comp-31-8-Stem-p80018/?v=27473-black,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""New Specialized Future Comp 31.8 Stem from 43.99€""}"
bike_components,https://www.bike-components.de/en/Profile-Design/UCM-Aerobridge-p43462/,Profile Design UCM Aerobridge 16.99€,Profile-Design,cockpit,16.99€,16.99,EUR,,,,https://www.bike-components.de/en/Profile-Design/UCM-Aerobridge-p43462/,"{""context_url"": ""https://www.bike-components.de/en/components/cockpit/"", ""parent_text"": ""Profile Design UCM Aerobridge 16.99€""}"
