source,source_id,brand,component_name,component_url,component_category,image_url,specs_json,market_offers_json,quality_reviews_json
official_sram,https://www.sram.com/en/sram/mountain/series/maven,sram,Maven | SRAM,https://www.sram.com/en/sram/mountain/series/maven,,,[],"[{""source"": ""bike_components"", ""title"": ""SRAM Maven Ultimate Stealth F+R Disc Brake Set 369.00€"", ""price_text"": ""369.00€"", ""manufacturer"": ""SRAM"", ""url"": ""https://www.bike-components.de/en/SRAM/Maven-Ultimate-Stealth-F-R-Disc-Brake-Set-p93055/""}]",[]
official_sram,https://www.sram.com/en/sram/mountain/series/nx-eagle,sram,NX EAGLE,https://www.sram.com/en/sram/mountain/series/nx-eagle,,https://www.sram.com/common/img/ajax.gif,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/ochain,sram,Ochain | SRAM,https://www.sram.com/en/sram/mountain/series/ochain,,,[],[],[]
official_sram,https://www.sram.com/en/sram/mountain/series/sx-eagle,sram,SX EAGLE,https://www.sram.com/en/sram/mountain/series/sx-eagle,,https://www.sram.com/common/img/ajax.gif,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/x0-eagle-transmission,sram,X0 EAGLE TRANSMISSION,https://www.sram.com/en/sram/mountain/series/x0-eagle-transmission,,,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/x01-eagle,sram,X01 EAGLE,https://www.sram.com/en/sram/mountain/series/x01-eagle,,https://www.sram.com/common/img/ajax.gif,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/xx-dh-transmission,sram,XX DH TRANSMISSION,https://www.sram.com/en/sram/mountain/series/xx-dh-transmission,,,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/xx-eagle-transmission,sram,XX EAGLE TRANSMISSION,https://www.sram.com/en/sram/mountain/series/xx-eagle-transmission,,,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/xx-sl-eagle-transmission,sram,XX SL EAGLE TRANSMISSION,https://www.sram.com/en/sram/mountain/series/xx-sl-eagle-transmission,,,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_sram,https://www.sram.com/en/sram/mountain/series/xx1-eagle,sram,XX1 EAGLE,https://www.sram.com/en/sram/mountain/series/xx1-eagle,,https://www.sram.com/common/img/ajax.gif,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle Powertrain By integrating motor and shifting components, SRAM opens the door to new levels of automation Show more Not available aftermarket Read Electric Bike Motors Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike Unsurpassed shifting performance, but at a high price Show more 3250 2699 2890 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission""}, {""source"": ""bikeradar"", ""title"": ""Review | SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better Robust mechanical drivetrain that shifts when you want it to Show more 655 Read Mountain Bike Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review""}]"
official_shimano,https://bike.shimano.com/products/components/pdp.P-SC-EN610.html,shimano,CYCLE COMPUTER,https://bike.shimano.com/products/components/pdp.P-SC-EN610.html,,https://dassets.shimano.com/content/dam/global/cg1SHICCycling/final/products/cg2SHICComponent/cg3SHICCycleComputer/cg4SHICCycleComputerDi2STEPS/SC-EN610-shic260-primary_1.jpg/jcr:content/renditions/SC-EN610-shic260-primary_1_750_750.jpeg,"[{""name"": ""Handle bar diameter"", ""value"": ""25.4,31.8 and 35.0 mm(3spec) Display contents are customized by E-TUBE PROJECT""}]",[],[]
official_shimano,https://bike.shimano.com/products/components/pdp.P-SC-EN600.html,shimano,CYCLE COMPUTER,https://bike.shimano.com/products/components/pdp.P-SC-EN600.html,,https://dassets.shimano.com/content/dam/global/cg1SHICCycling/final/products/cg2SHICComponent/cg3SHICCycleComputer/cg4SHICCycleComputerDi2STEPS/SC-EN600-shic260-primary_1.jpg/jcr:content/renditions/SC-EN600-shic260-primary_1_750_750.jpeg,[],[],[]
official_shimano,https://bike.shimano.com/products/components/pdp.P-SC-EN500.html,shimano,CYCLE COMPUTER WITH ASSIST SWITCH (SD300 PORT),https://bike.shimano.com/products/components/pdp.P-SC-EN500.html,,https://dassets.shimano.com/content/dam/global/cg1SHICCycling/final/products/cg2SHICComponent/cg3SHICCycleComputer/cg4SHICCycleComputerDi2STEPS/SC-EN500-shic6-primary_1.jpg/jcr:content/renditions/SC-EN500-shic6-primary_1_750_750.jpeg,[],[],"[{""source"": ""bikeradar"", ""title"": ""Review | New SRAM Rival AXS leaves Shimano 105 Di2 trailing in its wake SRAM takes the fight back to Shimano with a hugely revamped Rival AXS Show more 1765 1764 1576 2803 Read Road Groupset Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-road/2025-sram-rival-axs-review""}, {""source"": ""bikeradar"", ""title"": ""Review | Only cockroaches and Shimano's near-indestructible PD-M540 pedals would be left after a nuclear war Don't bother with XT or XTR – the humble PD-M540 is all the pedal you'll ever need Show more Read Pedals Read more"", ""brand_hint"": null, ""summary"": null, ""url"": ""https://www.bikeradar.com/reviews/reviews/components/pedals/shimano-m540-pedals-review""}]"
