image_path,file_name,source,width,height,annotate,quality_status,view_label,occlusion,notes
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1675f86b82b3ae3f.jpg,1675f86b82b3ae3f.jpg,images,420,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\179a1012081859f0.jpg,179a1012081859f0.jpg,images,425,283,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\18302977e4d94aea.jpg,18302977e4d94aea.jpg,images,1172,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1872eb6816ed15c8.jpg,1872eb6816ed15c8.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\191e17df37047d8e.png,191e17df37047d8e.png,images,1200,755,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1aa2a1d26718ac9a.jpg,1aa2a1d26718ac9a.jpg,images,902,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1bfff533e7d0cd24.png,1bfff533e7d0cd24.png,images,1200,774,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1f2bfe30a9df3e9a.png,1f2bfe30a9df3e9a.png,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1f7c76b56605f699.jpeg,1f7c76b56605f699.jpeg,images,898,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1fc1efab8a6de1d5.jpg,1fc1efab8a6de1d5.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\200a03ff0405540b.png,200a03ff0405540b.png,images,1194,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\218a7848f3565eab.jpg,218a7848f3565eab.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\21b19cfbafc2e0f2.png,21b19cfbafc2e0f2.png,images,1200,829,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\21e0bd65e2290299.jpg,21e0bd65e2290299.jpg,images,1200,674,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\22b74595a8b032de.png,22b74595a8b032de.png,images,1200,677,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\22eab0c1bab1d5be.jpg,22eab0c1bab1d5be.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\244f199ec97330ce.jpeg,244f199ec97330ce.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\254ab977c17c66f9.png,254ab977c17c66f9.png,images,976,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\25c1dd456f8a3c27.jpg,25c1dd456f8a3c27.jpg,images,425,266,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\25fd75e814458069.jpg,25fd75e814458069.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2631e53ade948dcb.png,2631e53ade948dcb.png,images,981,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\27f9cd5910b8f2a9.jpg,27f9cd5910b8f2a9.jpg,images,1200,868,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\286a3574968da17c.jpg,286a3574968da17c.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2a345f2d3ca39946.jpeg,2a345f2d3ca39946.jpeg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2ae54bf057a21e20.jpg,2ae54bf057a21e20.jpg,images,1200,795,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2b5ec1c556746156.jpg,2b5ec1c556746156.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2cef0ad6fde1ff34.jpeg,2cef0ad6fde1ff34.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2d7ebfe8fd534634.png,2d7ebfe8fd534634.png,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2f91162ace9173e4.jpg,2f91162ace9173e4.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3152769b55e90dd9.jpg,3152769b55e90dd9.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3185ea7d874b0daa.jpg,3185ea7d874b0daa.jpg,images,1199,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3377e12db85abdce.jpeg,3377e12db85abdce.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\347cf87cd317efcd.jpg,347cf87cd317efcd.jpg,images,1200,754,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\348b0ece7683e5a2.jpg,348b0ece7683e5a2.jpg,images,1200,554,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\34c537c360af1543.jpg,34c537c360af1543.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\34f79277d208f5a1.jpg,34f79277d208f5a1.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\354555b4ca74917e.jpg,354555b4ca74917e.jpg,images,1200,855,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\36443dada642ffb5.jpg,36443dada642ffb5.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\384ceeb153cb4c26.jpg,384ceeb153cb4c26.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\394cf00d7650c69d.jpg,394cf00d7650c69d.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\39883ad643843965.jpg,39883ad643843965.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3a9d84b9842f33d6.jpg,3a9d84b9842f33d6.jpg,images,1200,667,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3b80d15ca7cfc5e4.jpg,3b80d15ca7cfc5e4.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4005a3495787eae4.jpg,4005a3495787eae4.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\40cd3cef5e3a31d5.jpg,40cd3cef5e3a31d5.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\40d612233a7f2358.jpg,40d612233a7f2358.jpg,images,1200,811,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\42317cc158c8e474.jpg,42317cc158c8e474.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\43f360289de68e64.jpeg,43f360289de68e64.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\45bc6a082e80dd9f.jpg,45bc6a082e80dd9f.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\465154b404c27aaf.jpeg,465154b404c27aaf.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\46b1db59bbb51b2b.jpeg,46b1db59bbb51b2b.jpeg,images,1200,641,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4766d7cc526dcd7c.jpg,4766d7cc526dcd7c.jpg,images,1200,628,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\477b9ff2f70ef518.jpeg,477b9ff2f70ef518.jpeg,images,1199,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\485e4d5274644c56.jpg,485e4d5274644c56.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\49724e5b0d119c40.jpg,49724e5b0d119c40.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4a18f560d15b6790.jpg,4a18f560d15b6790.jpg,images,1200,800,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4ae793ca45f6fcc1.jpeg,4ae793ca45f6fcc1.jpeg,images,1200,682,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4da34d1c3623900f.png,4da34d1c3623900f.png,images,1200,758,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4de961ab16c85f0b.jpeg,4de961ab16c85f0b.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4ea4bd3db669ce2f.jpg,4ea4bd3db669ce2f.jpg,images,963,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\4f4dbacebb57a286.jpg,4f4dbacebb57a286.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5033096893be8e8b.jpeg,5033096893be8e8b.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\521b1f9544497492.jpeg,521b1f9544497492.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\527bcd6667d9e2a4.jpg,527bcd6667d9e2a4.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\538350efd48467ff.jpeg,538350efd48467ff.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\541a422b0a495bf7.jpg,541a422b0a495bf7.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\565cde04efb190d2.jpg,565cde04efb190d2.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\583c6824018d854e.jpg,583c6824018d854e.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5a928c4f4c5ebd05.jpeg,5a928c4f4c5ebd05.jpeg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5b218c858f4a6003.jpg,5b218c858f4a6003.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5b4f67e8233bcad4.jpeg,5b4f67e8233bcad4.jpeg,images,1200,882,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5c1d91e4e6b6239b.jpeg,5c1d91e4e6b6239b.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5c28f846c4b975da.jpg,5c28f846c4b975da.jpg,images,1022,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5c3c172d55a52989.jpeg,5c3c172d55a52989.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5c9b7cfe646200d1.jpg,5c9b7cfe646200d1.jpg,images,426,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5d19900e9ba72175.jpg,5d19900e9ba72175.jpg,images,1200,691,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5d8d92c451c97d88.jpg,5d8d92c451c97d88.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5d9e67a8e52eab00.jpg,5d9e67a8e52eab00.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\5eba636ec02c032f.jpg,5eba636ec02c032f.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\605b32f8965a7a72.png,605b32f8965a7a72.png,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\62edc01cfb76f674.png,62edc01cfb76f674.png,images,1200,869,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\64204a4b13b2906a.jpeg,64204a4b13b2906a.jpeg,images,1200,868,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6465bbc2ff271889.jpeg,6465bbc2ff271889.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\64fb7fcc37ddbb69.jpg,64fb7fcc37ddbb69.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\659799cb7ab0a6f2.jpg,659799cb7ab0a6f2.jpg,images,507,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\663eb6d0ee8adf3f.jpg,663eb6d0ee8adf3f.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\680bd65dd75e4bed.jpeg,680bd65dd75e4bed.jpeg,images,1200,554,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\69f08d42938e5163.jpg,69f08d42938e5163.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6b22d6ce059238c7.jpg,6b22d6ce059238c7.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6bdcc689c2e64d79.png,6bdcc689c2e64d79.png,images,1200,683,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6c2610a6b212c624.jpg,6c2610a6b212c624.jpg,images,1200,837,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6c29c0e955177f7c.jpg,6c29c0e955177f7c.jpg,images,1200,701,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6c785172aa3d009f.jpg,6c785172aa3d009f.jpg,images,1129,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6ccf57596fac9dc2.jpg,6ccf57596fac9dc2.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6f0607d6237d83a7.jpg,6f0607d6237d83a7.jpg,images,1200,803,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\6ffb4162b83a7e7a.png,6ffb4162b83a7e7a.png,images,1200,554,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7086740f66e67c8b.png,7086740f66e67c8b.png,images,416,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\72028afee2be0b52.jpg,72028afee2be0b52.jpg,images,1200,845,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7336f25f4aacc203.jpg,7336f25f4aacc203.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\734ca0dc5ce62cad.jpg,734ca0dc5ce62cad.jpg,images,944,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\73675aa50f66a9bb.jpeg,73675aa50f66a9bb.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\73dc3e74075ac18f.jpg,73dc3e74075ac18f.jpg,images,672,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\74e33c8ca9efb6f1.jpg,74e33c8ca9efb6f1.jpg,images,782,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\75986cf8b775b7d5.jpg,75986cf8b775b7d5.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\75d7a15b9adf14d3.jpeg,75d7a15b9adf14d3.jpeg,images,1200,729,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\77ae3fad55238a27.jpg,77ae3fad55238a27.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\77c2f71627207aec.jpg,77c2f71627207aec.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\780352dff4d06eb3.jpg,780352dff4d06eb3.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\79767c8b5fe65c08.jpeg,79767c8b5fe65c08.jpeg,images,1200,699,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7977107e5dc2426f.jpg,7977107e5dc2426f.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\79817aef9a5c42f6.jpg,79817aef9a5c42f6.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7992b624c9b53f87.jpeg,7992b624c9b53f87.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7a8423acd1209a62.jpeg,7a8423acd1209a62.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7c0f264859d73f66.jpeg,7c0f264859d73f66.jpeg,images,964,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7d0bdf0250e73a8a.jpg,7d0bdf0250e73a8a.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7df9c6247fb9ad4a.jpeg,7df9c6247fb9ad4a.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\7f3dccec9d608595.jpg,7f3dccec9d608595.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\811e4fc9009be3ef.jpeg,811e4fc9009be3ef.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\82fedf67adc031f4.jpg,82fedf67adc031f4.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\85d728ba35dcf4c4.jpg,85d728ba35dcf4c4.jpg,images,1190,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\884e2e5205ec1139.jpg,884e2e5205ec1139.jpg,images,1200,666,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8b5e5aae7ca98734.png,8b5e5aae7ca98734.png,images,1117,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8b8384693f82d282.png,8b8384693f82d282.png,images,535,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8b9c530f9ce7dfdd.jpg,8b9c530f9ce7dfdd.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8c2381642959e2b3.jpg,8c2381642959e2b3.jpg,images,1199,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8ce3578b4956d80c.jpg,8ce3578b4956d80c.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8cfe09413b2fd74e.jpg,8cfe09413b2fd74e.jpg,images,1200,695,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8dca78735b6022e6.jpg,8dca78735b6022e6.jpg,images,1200,800,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8ef7be9455897686.jpg,8ef7be9455897686.jpg,images,1200,736,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9172aeff0c5b5358.png,9172aeff0c5b5358.png,images,1200,716,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\91ac3fd9b27f2ed2.jpg,91ac3fd9b27f2ed2.jpg,images,674,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\91bb965ba1b60bd0.jpg,91bb965ba1b60bd0.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\92f7ae9d215f5dcf.jpg,92f7ae9d215f5dcf.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\94169212d5dbec27.jpg,94169212d5dbec27.jpg,images,675,900,1,pending,,,
