source,source_id,query,title,manufacturer_name,frame_model,year,description,image_url,thumb_url,page_url,stolenness,license_note,relative_image_path,absolute_image_path,downloaded,prefilter_score,prefilter_decision,prefilter_reasons,width,height,aspect_ratio,edge_box_ratio_w,edge_box_ratio_h,edge_box_aspect,edge_density
bike_index,1015898,road bike side,2010 Fuji Roubaix Acr 2.0,Fuji,Roubaix Acr 2.0,2010,"Red Gripped with MS 150 stickers on the stem. Minor rock strike on too frame on right side of bike just behind ACR wording. Gray Look pedals. Gator Skin Tires. Cateye Strada. Fuji Altair 2 custom butted aluminum Integrated 1 1/4"" lower head tube, BB-30 bb shell, Overlize seat tube, Double water bottle mounts. Rear triangle: Fuji C-4 carbon seat stays, Altair 2 aluminum ETC chain stays, Forged road dropout with replaceable derailleur hanger,",https://files.bikeindex.org/uploads/Pu/412315/large_Screenshot_20210307-232317.png,https://files.bikeindex.org/uploads/Pu/412315/small_Screenshot_20210307-232317.png,https://bikeindex.org/bikes/1015898,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\f4f014176a0e4d59.png,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f4f014176a0e4d59.png,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),506,900,0.5622,1.0,1.0,0.5605,0.115615
bike_index,957508,road bike side,2014 Giant Defy Composite 2,Giant,Defy Composite 2,2014,,https://files.bikeindex.org/uploads/Pu/374817/large_IMG_2637.jpeg,https://files.bikeindex.org/uploads/Pu/374817/small_IMG_2637.jpeg,https://bikeindex.org/bikes/957508,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\da275270353debe3.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\da275270353debe3.jpeg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.119548
bike_index,944217,road bike side,2020 Cannondale Quick Disc 4,Cannondale,Quick Disc 4,2020,"Hot pink women's cannondale bike. non-road bike handlebars, water bottle holder in the middle. ",https://files.bikeindex.org/uploads/Pu/357892/large_IMG_1616.JPG,https://files.bikeindex.org/uploads/Pu/357892/small_IMG_1616.JPG,https://bikeindex.org/bikes/944217,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\02050aab9e955c52.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\02050aab9e955c52.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.115957
bike_index,788944,road bike side,2004 Trek 5200 Carbon 120,Trek,5200 Carbon 120,2004,"Road-racing bike, carbon fibre  dark blue frame.  Shimano Ultegra components.  Selle Italia C2 Gel Flow Black Saddle W135xL278.  Vredestein Fortezza 700x23c Tri Comp clincher tires.  Recently installed canary yellow handlebar taping.  Shimano Ultegra two-bolt system clip in pedals.  Triple front sprocket
",https://files.bikeindex.org/uploads/Pu/285082/large_gerald_radke_police_file_20197798_additional_pictures_1_fix.jpg,https://files.bikeindex.org/uploads/Pu/285082/small_gerald_radke_police_file_20197798_additional_pictures_1_fix.jpg,https://bikeindex.org/bikes/788944,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\74e33c8ca9efb6f1.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\74e33c8ca9efb6f1.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),782,900,0.8689,1.0,1.0,0.8672,0.105434
bike_index,617231,road bike side,2019 DCO - Grey Road bike Road,DCO - Grey Road bike,Road,2019,Grey DCO road bike as seen in pics,https://files.bikeindex.org/uploads/Pu/161225/large_oco_stolen_grey_bike_.jpg,https://files.bikeindex.org/uploads/Pu/161225/small_oco_stolen_grey_bike_.jpg,https://bikeindex.org/bikes/617231,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\fe1eb0b864df19bc.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fe1eb0b864df19bc.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.092509
bike_index,567112,road bike side,1980 Nishiki Road bike,Nishiki,Road bike,1980,,https://files.bikeindex.org/uploads/Pu/146682/large_IMG_3282.JPG,https://files.bikeindex.org/uploads/Pu/146684/small_my_bike_was_stolen_2019.jpg,https://bikeindex.org/bikes/567112,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\659799cb7ab0a6f2.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\659799cb7ab0a6f2.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),507,900,0.5633,1.0,1.0,0.5625,0.107537
bike_index,419740,road bike side,2005 Giant OCR,Giant,OCR,2005,"It is a 54cm 2005-2010 Giant OCR road bike with Origin 8 wheels and gray camouflage handlebar tape. There is a ""Pedal Power Bike Shop"" label on the down tube (highlighted yellow on the attached image) and a Cateye bike computer set up on the right side (highlighted red on the attached image). There are some small circular dents in the paint of the top tube as well.",https://files.bikeindex.org/uploads/Pu/135183/large_image1.jpg,https://files.bikeindex.org/uploads/Pu/135183/small_image1.jpg,https://bikeindex.org/bikes/419740,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\941c585afa8dd24f.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\941c585afa8dd24f.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 wheel (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),506,900,0.5622,1.0,1.0,0.5605,0.110627
bike_index,378368,road bike side,2016 Trek Trek 8.3 DS 17.5 TRE,Trek,Trek 8.3 DS 17.5 TRE,2016,"2015/2016 - Trek 8.3 DS 17.5 TRE
Bike body is black with blue decals. Most of body is covered in IT-related stickers (one big ""I <heart> LINUX"" sticker)
Wraparound black plastic fenders with rubber ends on both wheels
Back tire is puncture-proof with retroreflective ring.
Shocks are adjustable. 
Disk brakes.
3 gears in front. 7 in back. Clicky shifters on handlebars.
Black metal back-rack on bike with blue saddle bag on one side.
PICTURES: https://imgur.com/a/fOqBd",https://files.bikeindex.org/uploads/Pu/106336/large_IMG_20170827_174312.jpg,https://files.bikeindex.org/uploads/Pu/106349/small_IMG_20170827_174217.jpg,https://bikeindex.org/bikes/378368,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\94169212d5dbec27.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\94169212d5dbec27.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 wheel (+1) | text含 bag (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.066625
bike_index,374123,road bike side,Bianchi,Bianchi,,,"Road bike. Grey frame with celeste (seafoam) green tubing, green handlebar tape, and green seat. Bianchi lettering has green and pink. White grips on handlebar are slightly beat up on the top (from a crash). The green seat has a hole on the left side (from a crash).  Silver track pedals.",https://files.bikeindex.org/uploads/Pu/102556/large_IMG_1647.JPG,https://files.bikeindex.org/uploads/Pu/102556/small_IMG_1647.JPG,https://bikeindex.org/bikes/374123,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\140ad90d182a72b6.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\140ad90d182a72b6.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.107778
bike_index,361177,road bike side,Giant Rapid,Giant,Rapid,,"Road bike, white with silver and black, white and black seat, toe cages, rim brakes. ",https://files.bikeindex.org/uploads/Pu/99295/large_20170518_114610.jpg,https://files.bikeindex.org/uploads/Pu/99296/small_20170518_114349.jpg,https://bikeindex.org/bikes/361177,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\c511b27f18f1dba4.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c511b27f18f1dba4.jpg,True,2,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),506,900,0.5622,1.0,1.0,0.5605,0.106517
bike_index,2836993,mountain bike side,2024 Hyper E-ride mountain,Hyper,E-ride mountain,2024,It has a rear view mirror on the left handle bar and a cell phone holder on the right hand side along with a tail light on the back of the seat,https://files.bikeindex.org/uploads/Pu/938608/large_IMG_2935.jpg,https://files.bikeindex.org/uploads/Pu/938608/small_IMG_2935.jpg,https://bikeindex.org/bikes/2836993,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\384ceeb153cb4c26.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\384ceeb153cb4c26.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.116313
bike_index,2827675,mountain bike side,2019 Trek Slash 8,Trek,Slash 8,2019,,https://files.bikeindex.org/uploads/Pu/933145/large_IMG_2086.jpeg,https://files.bikeindex.org/uploads/Pu/933145/small_IMG_2086.jpeg,https://bikeindex.org/bikes/2827675,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\b9f10fdc31101bb1.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b9f10fdc31101bb1.jpeg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.119558
bike_index,2674803,mountain bike side,2019 Trek 190209 23-007W,Trek,190209 23-007W,2019,"A mountain bike with a black frame, wide dark blue handlebars, and text along the side of the bike that says “trek” in a bright blue that fades into purple. The pedals are also blue.",https://files.bikeindex.org/uploads/Pu/850151/large_image000000.jpeg,https://files.bikeindex.org/uploads/Pu/850151/small_image000000.jpeg,https://bikeindex.org/bikes/2674803,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\811e4fc9009be3ef.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\811e4fc9009be3ef.jpeg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.110891
